### Smoothing Techniques Applied to Telugu Bigram Corpus
This file contains smoothed probabilities for each bigram using three techniques:

1. Add-One Smoothing:
   P(w₂ | w₁) = (count(w₁, w₂) + 1) / (count(w₁) + V)
2. Add-K Smoothing (k = 0.3):
   P(w₂ | w₁) = (count(w₁, w₂) + k) / (count(w₁) + k × V)
3. Token Type Smoothing:
   P(w₂ | w₁) = (count(w₁, w₂) + weight(w₂)) / (∑ bigram_counts + ∑ token_type_weights)

Bigram	Count	PrefixCount	AddOne	AddK	TokenType
('పరిశుభ్రతకు', 'ఉపయోగించే')	1	1	0.000241	0.000521	0.000074
('ఉపయోగించే', 'ఉత్పత్తులను')	1	1	0.000241	0.000521	0.000074
('ఉత్పత్తులను', 'తక్కువ')	1	1	0.000241	0.000521	0.000074
('తక్కువ', 'ధరలకే')	1	10	0.000240	0.000520	0.000074
('ధరలకే', 'అందించనున్నామని')	1	1	0.000241	0.000521	0.000074
('అందించనున్నామని', 'వెల్లడించింది')	1	1	0.000241	0.000521	0.000074
('వెల్లడించింది', '</s>')	1	1	0.000241	0.000521	0.000059
('<s>', 'R')	1	1945	0.000195	0.000293	0.000074
('R', 'G')	1	4	0.000241	0.000521	0.000074
('G', 'V')	1	2	0.000241	0.000521	0.000074
('V', ':')	1	3	0.000241	0.000521	0.000074
(':', 'పవన్')	1	50	0.000239	0.000511	0.000074
('కళ్యాణ్', 'గారునేను')	1	7	0.000241	0.000520	0.000074
('గారునేను', 'విశ్వ')	1	1	0.000241	0.000521	0.000074
('విశ్వ', 'ప్రసిద్ధ')	1	1	0.000241	0.000521	0.000074
('ప్రసిద్ధ', 'రచయిత')	1	1	0.000241	0.000521	0.000074
('రచయిత', 'ఆగతా')	1	3	0.000241	0.000521	0.000074
('ఆగతా', 'క్రిస్టీ')	1	1	0.000241	0.000521	0.000074
('క్రిస్టీ', 'నవలల్లో')	1	1	0.000241	0.000521	0.000074
('నవలల్లో', 'కూడా')	1	1	0.000241	0.000521	0.000074
('కూడా', 'ఇంత')	1	93	0.000238	0.000503	0.000074
('ఇంత', 'క్లిష్టమైన')	1	6	0.000241	0.000520	0.000074
('క్లిష్టమైన', 'కాన్స్పిరసీ')	1	1	0.000241	0.000521	0.000074
('కాన్స్పిరసీ', 'థియరీ')	1	1	0.000241	0.000521	0.000074
('థియరీ', 'చదవలేదు')	1	1	0.000241	0.000521	0.000074
('చదవలేదు', '</s>')	1	1	0.000241	0.000521	0.000059
('ఇప్పుడు', 'మీరు')	1	31	0.000240	0.000515	0.000074
('మీరు', 'అర్జెంటుగా')	1	23	0.000240	0.000517	0.000074
('అర్జెంటుగా', 'పెట్టిన')	1	1	0.000241	0.000521	0.000074
('పెట్టిన', 'ఈ')	1	2	0.000241	0.000521	0.000074
('ఈ', 'మీటింగ్')	1	214	0.000235	0.000480	0.000074
('మీటింగ్', 'C')	1	2	0.000241	0.000521	0.000074
('C', 'B')	1	8	0.000241	0.000520	0.000074
('B', 'N')	1	3	0.000241	0.000521	0.000074
('N', 'స్పెషల్')	1	2	0.000241	0.000521	0.000074
('స్పెషల్', 'స్టేటస్')	4	6	0.000601	0.001721	0.000163
('స్టేటస్', 'దీక్ష')	1	5	0.000241	0.000521	0.000074
('దీక్ష', 'నుంచి')	1	2	0.000241	0.000521	0.000074
('నుంచి', 'డైవర్ట్')	1	56	0.000239	0.000510	0.000074
('డైవర్ట్', 'చెయ్యడానికి')	1	1	0.000241	0.000521	0.000074
('చెయ్యడానికి', 'భరత్')	1	1	0.000241	0.000521	0.000074
('భరత్', 'అనే')	1	1	0.000241	0.000521	0.000074
('అనే', 'నేను')	1	21	0.000240	0.000517	0.000074
('నేను', 'కలెక్షన్స్')	1	5	0.000241	0.000521	0.000074
('కలెక్షన్స్', 'తగ్గించడానికని')	1	2	0.000241	0.000521	0.000074
('తగ్గించడానికని', 'నేనూ')	1	1	0.000241	0.000521	0.000074
('నేనూ', 'అనగలను')	1	1	0.000241	0.000521	0.000074
('అనగలను', 'కానీ')	1	1	0.000241	0.000521	0.000074
('కానీ', 'అనను')	1	36	0.000240	0.000514	0.000074
('అనను', '</s>')	1	1	0.000241	0.000521	0.000059
('<s>', 'మీడియాలో')	1	1945	0.000195	0.000293	0.000074
('మీడియాలో', 'మీటింగ్లు')	1	8	0.000241	0.000520	0.000074
('మీటింగ్లు', 'బదులు')	1	1	0.000241	0.000521	0.000074
('బదులు', 'పోలీస్')	1	1	0.000241	0.000521	0.000074
('పోలీస్', 'స్టేషన్')	1	5	0.000241	0.000521	0.000074
('స్టేషన్', 'కి')	1	7	0.000241	0.000520	0.000074
('కి', 'వెళ్ళమని')	1	72	0.000239	0.000507	0.000074
('వెళ్ళమని', 'శ్రీరెడ్డి')	1	1	0.000241	0.000521	0.000074
('శ్రీరెడ్డి', 'కి')	1	1	0.000241	0.000521	0.000074
('కి', 'సలహా')	1	72	0.000239	0.000507	0.000074
('సలహా', 'ఇఛ్చిన')	1	1	0.000241	0.000521	0.000074
('ఇఛ్చిన', 'మీరు')	1	1	0.000241	0.000521	0.000074
('అదే', 'పని')	1	9	0.000241	0.000520	0.000074
('పని', 'మీరెందుకు')	1	10	0.000240	0.000520	0.000074
('మీరెందుకు', 'చేస్తున్నట్టు')	1	1	0.000241	0.000521	0.000074
('చేస్తున్నట్టు', '</s>')	1	1	0.000241	0.000521	0.000059
('<s>', 'అదలా')	1	1945	0.000195	0.000293	0.000074
('అదలా', 'ఉంచితే')	1	1	0.000241	0.000521	0.000074
('ఉంచితే', 'అసలు')	1	2	0.000241	0.000521	0.000074
('అసలు', 'ఏ')	1	2	0.000241	0.000521	0.000074
('ఏ', '</s>')	1	13	0.000240	0.000519	0.000059
('<s>', 'పి')	1	1945	0.000195	0.000293	0.000074
('పి', 'స్పెషల్')	1	3	0.000241	0.000521	0.000074
('స్టేటస్', 'కంటే')	2	5	0.000361	0.000921	0.000104
('కంటే', 'లీగలైజేషన్')	1	8	0.000241	0.000520	0.000074
('లీగలైజేషన్', 'ఆఫ్')	1	1	0.000241	0.000521	0.000074
('ఆఫ్', 'ప్రాస్టిట్యూషన్')	1	7	0.000241	0.000520	0.000074
('ప్రాస్టిట్యూషన్', 'అనే')	1	1	0.000241	0.000521	0.000074
('అనే', 'టాపిక్')	1	21	0.000240	0.000517	0.000074
('టాపిక్', 'ముఖ్యమయ్యిందా')	1	3	0.000241	0.000521	0.000074
('ముఖ్యమయ్యిందా', 'అని')	1	1	0.000241	0.000521	0.000074
('అని', 'మీరు')	1	43	0.000240	0.000513	0.000074
('మీరు', 'అడిగినప్పుడు')	1	23	0.000240	0.000517	0.000074
('అడిగినప్పుడు', 'ఒక')	1	1	0.000241	0.000521	0.000074
('ఒక', 'పక్కన')	1	48	0.000239	0.000512	0.000074
('పక్కన', 'చంద్రబాబుగారు')	1	3	0.000241	0.000521	0.000074
('చంద్రబాబుగారు', 'స్పెషల్')	1	1	0.000241	0.000521	0.000074
('స్టేటస్', 'కోసం')	1	5	0.000241	0.000521	0.000074
('కోసం', 'దీక్ష')	1	31	0.000240	0.000515	0.000074
('దీక్ష', 'చేస్తుంటే')	1	2	0.000241	0.000521	0.000074
('చేస్తుంటే', 'మీరు')	1	1	0.000241	0.000521	0.000074
('మీరు', 'సరిగ్గా')	1	23	0.000240	0.000517	0.000074
('సరిగ్గా', 'ఇదే')	1	4	0.000241	0.000521	0.000074
('ఇదే', 'రోజు')	1	15	0.000240	0.000519	0.000074
('రోజు', 'చేస్తున్న')	1	8	0.000241	0.000520	0.000074
('చేస్తున్న', 'దీని')	1	6	0.000241	0.000520	0.000074
('దీని', 'మాటేమిటి')	1	12	0.000240	0.000519	0.000074
('మాటేమిటి', '</s>')	1	1	0.000241	0.000521	0.000059
('ఏపీ', 'స్పెషల్')	1	6	0.000241	0.000520	0.000074
('కంటే', 'మీకు')	1	8	0.000241	0.000520	0.000074
('మీకు', 'ఎవరో')	1	6	0.000241	0.000520	0.000074
('ఎవరో', 'ఆఫ్ట్రాల్')	1	4	0.000241	0.000521	0.000074
('ఆఫ్ట్రాల్', 'వ్యక్తి')	1	1	0.000241	0.000521	0.000074
('వ్యక్తి', 'తిట్టారన్న')	1	7	0.000241	0.000520	0.000074
('తిట్టారన్న', 'విషయమే')	1	1	0.000241	0.000521	0.000074
('విషయమే', 'మీకు')	1	1	0.000241	0.000521	0.000074
('మీకు', 'జాతీయ')	1	6	0.000241	0.000520	0.000074
('జాతీయ', 'సమస్యా')	1	11	0.000240	0.000519	0.000074
('సమస్యా', '</s>')	1	1	0.000241	0.000521	0.000059
('<s>', 'మీరు')	2	1945	0.000293	0.000518	0.000104
('మీరు', 'చెప్పిన')	1	23	0.000240	0.000517	0.000074
('చెప్పిన', 'వివిధ')	1	3	0.000241	0.000521	0.000074
('వివిధ', 'పేర్లు')	1	11	0.000240	0.000519	0.000074
('పేర్లు', 'వేరే')	1	2	0.000241	0.000521	0.000074
('వేరే', 'విషయాల్లోఒక')	1	3	0.000241	0.000521	0.000074
('విషయాల్లోఒక', 'మూకుమ్ముడి')	1	1	0.000241	0.000521	0.000074
('మూకుమ్ముడి', 'ముఠా')	1	1	0.000241	0.000521	0.000074
('ముఠా', 'అయితే')	1	1	0.000241	0.000521	0.000074
('అయితే', 'అయ్యుండచ్ఛేమో')	1	47	0.000239	0.000512	0.000074
('అయ్యుండచ్ఛేమో', 'నాకు')	1	1	0.000241	0.000521	0.000074
('నాకు', 'తెలియదు')	1	6	0.000241	0.000520	0.000074
('తెలియదు', 'గాని')	1	1	0.000241	0.000521	0.000074
('గాని', 'నా')	1	2	0.000241	0.000521	0.000074
('నా', 'విషయంలో')	1	18	0.000240	0.000518	0.000074
('విషయంలో', 'వాళ్లకి')	1	8	0.000241	0.000520	0.000074
('వాళ్లకి', 'ఏ')	1	2	0.000241	0.000521	0.000074
('విధమైన', 'సంబంధమూ')	1	2	0.000241	0.000521	0.000074
('సంబంధమూ', 'లేదు')	1	1	0.000241	0.000521	0.000074
('<s>', 'మీరన్న')	1	1945	0.000195	0.000293	0.000074
('మీరన్న', 'దానికి')	1	1	0.000241	0.000521	0.000074
('దానికి', 'పాయింట్లు')	1	5	0.000241	0.000521	0.000074
('పాయింట్లు', 'గా')	1	1	0.000241	0.000521	0.000074
('గా', 'నా')	1	32	0.000240	0.000515	0.000074
('నా', 'వివరణ')	1	18	0.000240	0.000518	0.000074
('వివరణ', 'ఇస్తాను')	1	2	0.000241	0.000521	0.000074
('ఇస్తాను', '</s>')	1	1	0.000241	0.000521	0.000059
('<s>', 'బోరుబావుల')	1	1945	0.000195	0.000293	0.000074
('బోరుబావుల', 'ద్వారా')	1	1	0.000241	0.000521	0.000074
('కూడా', 'ఏడాది')	1	93	0.000238	0.000503	0.000074
('పొడుగునా', 'నీరు')	1	2	0.000241	0.000521	0.000074
('టాలీవుడ్', ':')	1	6	0.000241	0.000520	0.000074
(':', 'సుకుమార్')	1	50	0.000239	0.000511	0.000074
('సుకుమార్', 'డైరెక్షన్')	1	2	0.000241	0.000521	0.000074
('డైరెక్షన్', '\u200c')	1	1	0.000241	0.000521	0.000074
('లో', 'యంగ్')	1	113	0.000238	0.000499	0.000074
('యంగ్', 'టైగర్')	2	3	0.000361	0.000922	0.000104
('టైగర్', 'ఎన్')	1	2	0.000241	0.000521	0.000074
('ఎన్', '\u200c')	2	3	0.000361	0.000922	0.000104
('\u200c', 'టిఆర్')	2	995	0.000323	0.000660	0.000104
('టిఆర్', 'నటిస్తున్న')	1	3	0.000241	0.000521	0.000074
('నటిస్తున్న', 'తాజా')	1	1	0.000241	0.000521	0.000074
('తాజా', 'చిత్రం')	1	2	0.000241	0.000521	0.000074
('చిత్రం', '‘')	1	9	0.000241	0.000520	0.000074
('‘', 'నాన్నకు')	1	40	0.000240	0.000513	0.000074
('నాన్నకు', 'ప్రేమతో')	1	1	0.000241	0.000521	0.000074
('ప్రేమతో', '’')	1	1	0.000241	0.000521	0.000074
('’', 'ఆడియో')	1	37	0.000240	0.000514	0.000074
('ఆడియో', 'ఆదివారం')	1	3	0.000241	0.000521	0.000074
('ఆదివారం', 'విడుదలైంది')	1	2	0.000241	0.000521	0.000074
('విడుదలైంది', '</s>')	1	1	0.000241	0.000521	0.000059
('ఈ', 'ఆల్బమ్')	1	214	0.000235	0.000480	0.000074
('ఆల్బమ్', '\u200c')	1	1	0.000241	0.000521	0.000074
('లో', 'మొత్తం')	1	113	0.000238	0.000499	0.000074
('మొత్తం', 'ఐదు')	1	8	0.000241	0.000520	0.000074
('ఐదు', 'పాటలు')	1	5	0.000241	0.000521	0.000074
('పాటలు', 'ఉన్నాయి')	1	1	0.000241	0.000521	0.000074
('ఈ', 'చిత్రానికి')	2	214	0.000352	0.000850	0.000104
('చిత్రానికి', 'రాక్')	1	2	0.000241	0.000521	0.000074
('రాక్', '\u200c')	1	1	0.000241	0.000521	0.000074
('స్టార్', 'దేవిశ్రీప్రసాద్')	1	16	0.000240	0.000518	0.000074
('దేవిశ్రీప్రసాద్', 'అదిరిపోయే')	1	1	0.000241	0.000521	0.000074
('అదిరిపోయే', 'మ్యూజిక్')	1	1	0.000241	0.000521	0.000074
('మ్యూజిక్', 'ఇచ్చారని')	1	4	0.000241	0.000521	0.000074
('ఇచ్చారని', 'ఫిల్మ్')	1	1	0.000241	0.000521	0.000074
('ఫిల్మ్', '\u200c')	1	2	0.000241	0.000521	0.000074
('నగర్', 'టాక్')	1	5	0.000241	0.000521	0.000074
('టాక్', '</s>')	1	9	0.000241	0.000520	0.000059
('<s>', 'ఆడియో')	1	1945	0.000195	0.000293	0.000074
('ఆడియో', 'విడుదల')	1	3	0.000241	0.000521	0.000074
('విడుదల', 'సందర్భంగా')	1	9	0.000241	0.000520	0.000074
('సందర్భంగా', 'మూవీ')	1	11	0.000240	0.000519	0.000074
('మూవీ', 'థియేటర్')	1	10	0.000240	0.000520	0.000074
('థియేటర్', 'ట్రైలర్')	1	1	0.000241	0.000521	0.000074
('ట్రైలర్', '\u200c')	1	3	0.000241	0.000521	0.000074
('ను', 'విడుదల')	2	58	0.000359	0.000902	0.000104
('ఈ', 'ట్రైలర్')	1	214	0.000235	0.000480	0.000074
('ట్రైలర్', 'చాలా')	1	3	0.000241	0.000521	0.000074
('చాలా', 'స్టైలిష్')	1	46	0.000239	0.000512	0.000074
('స్టైలిష్', '\u200c')	1	1	0.000241	0.000521	0.000074
('గా', 'ఉండటంతోపాటు')	1	32	0.000240	0.000515	0.000074
('ఉండటంతోపాటు', 'ఎన్')	1	1	0.000241	0.000521	0.000074
('టిఆర్', 'వెరైటీ')	1	3	0.000241	0.000521	0.000074
('వెరైటీ', 'గెటప్')	1	1	0.000241	0.000521	0.000074
('గెటప్', 'ప్రత్యేక')	1	1	0.000241	0.000521	0.000074
('ప్రత్యేక', 'ఆకర్షణగా')	2	11	0.000361	0.000919	0.000104
('ఆకర్షణగా', 'ఉన్నాయి')	1	2	0.000241	0.000521	0.000074
('తాము', 'ఎంతో')	1	5	0.000241	0.000521	0.000074
('ఎంతో', 'అభిమానించే')	1	10	0.000240	0.000520	0.000074
('అభిమానించే', 'కమెడియన్లు')	1	1	0.000241	0.000521	0.000074
('కమెడియన్లు', ',')	1	1	0.000241	0.000521	0.000074
(',', 'యాంకర్లకు')	1	549	0.000226	0.000427	0.000074
('యాంకర్లకు', 'కరోనా')	1	1	0.000241	0.000521	0.000074
('కరోనా', 'అంటూ')	1	38	0.000240	0.000514	0.000074
('అంటూ', 'వస్తున్న')	1	12	0.000240	0.000519	0.000074
('వస్తున్న', 'వార్తలు')	1	7	0.000241	0.000520	0.000074
('వార్తలు', 'అభిమానులను')	1	3	0.000241	0.000521	0.000074
('అభిమానులను', 'ఆందోళనకు')	1	1	0.000241	0.000521	0.000074
('ఆందోళనకు', 'గురి')	1	1	0.000241	0.000521	0.000074
('గురి', 'చేస్తున్నాయి')	1	2	0.000241	0.000521	0.000074
('ఇదే', 'రోజున')	1	15	0.000240	0.000519	0.000074
('రోజున', 'అమరులయ్యారు')	1	3	0.000241	0.000521	0.000074
('అమరులయ్యారు', '</s>')	1	1	0.000241	0.000521	0.000059
('<s>', 'ఏలూరు')	1	1945	0.000195	0.000293	0.000074
('ఏలూరు', 'డీఐజీ')	1	1	0.000241	0.000521	0.000074
('డీఐజీ', '-')	1	1	0.000241	0.000521	0.000074
('-', 'ఏఎస్')	1	48	0.000239	0.000512	0.000074
('ఏఎస్', 'ఖాన్')	1	1	0.000241	0.000521	0.000074
('ఖాన్', '</s>')	1	4	0.000241	0.000521	0.000059
('మహేష్', 'ఢీకొట్టబోయే')	1	2	0.000241	0.000521	0.000074
('ఢీకొట్టబోయే', 'ఆ')	1	1	0.000241	0.000521	0.000074
('ఆ', 'తమిళ')	1	71	0.000239	0.000507	0.000074
('తమిళ', 'స్టార్')	1	2	0.000241	0.000521	0.000074
('స్టార్', 'ఎవరు')	1	16	0.000240	0.000518	0.000074
('ఎవరు', '</s>')	1	4	0.000241	0.000521	0.000059
('వెంటనే', 'కథాంశం')	1	7	0.000241	0.000520	0.000074
('కథాంశం', '</s>')	1	1	0.000241	0.000521	0.000059
('2019', 'ఆఖరులో')	1	5	0.000241	0.000521	0.000074
('ఆఖరులో', 'వెలుగులోకి')	1	1	0.000241	0.000521	0.000074
('వెలుగులోకి', 'వచ్చిన')	2	2	0.000361	0.000922	0.000104
('వచ్చిన', 'కరోనా')	1	14	0.000240	0.000519	0.000074
('\u200c', 'యావత్')	1	995	0.000215	0.000373	0.000074
('యావత్', '\u200c')	1	1	0.000241	0.000521	0.000074
('\u200c', 'ప్రపంచాన్ని')	1	995	0.000215	0.000373	0.000074
('ప్రపంచాన్ని', 'ఇప్పటికీ')	1	3	0.000241	0.000521	0.000074
('ఇప్పటికీ', 'కలవరపెడుతోంది')	1	3	0.000241	0.000521	0.000074
('కలవరపెడుతోంది', '</s>')	1	1	0.000241	0.000521	0.000059
('<s>', 'ప్రజలు')	1	1945	0.000195	0.000293	0.000074
('ప్రజలు', 'ఇప్పటికీ')	1	7	0.000241	0.000520	0.000074
('ఇప్పటికీ', 'కఠిన')	1	3	0.000241	0.000521	0.000074
('కఠిన', 'నిబంధనల')	1	4	0.000241	0.000521	0.000074
('నిబంధనల', 'మధ్య')	1	1	0.000241	0.000521	0.000074
('మధ్య', 'కలం')	1	19	0.000240	0.000518	0.000074
('కలం', 'వెళ్లదీయాల్సి')	1	1	0.000241	0.000521	0.000074
('వెళ్లదీయాల్సి', 'వస్తోంది')	1	1	0.000241	0.000521	0.000074
('<s>', 'సామాజిక')	2	1945	0.000293	0.000518	0.000104
('సామాజిక', 'దూరం')	1	9	0.000241	0.000520	0.000074
('దూరం', ',')	1	4	0.000241	0.000521	0.000074
(',', 'ఆర్')	1	549	0.000226	0.000427	0.000074
('ఆర్', '\u200c')	1	4	0.000241	0.000521	0.000074
('\u200c', 'టీపీసీఆర్')	1	995	0.000215	0.000373	0.000074
('టీపీసీఆర్', '\u200c')	1	1	0.000241	0.000521	0.000074
('\u200c', 'పరీక్షలు')	1	995	0.000215	0.000373	0.000074
('పరీక్షలు', ',')	1	4	0.000241	0.000521	0.000074
(',', 'తరచూ')	1	549	0.000226	0.000427	0.000074
('తరచూ', 'చేతుల్ని')	1	1	0.000241	0.000521	0.000074
('చేతుల్ని', 'శుభ్రపరచుకోవడం')	1	1	0.000241	0.000521	0.000074
('శుభ్రపరచుకోవడం', ',')	1	1	0.000241	0.000521	0.000074
(',', 'మాస్కులు')	1	549	0.000226	0.000427	0.000074
('మాస్కులు', 'ధరించడం')	1	1	0.000241	0.000521	0.000074
('ధరించడం', 'ఇప్పుడు')	1	1	0.000241	0.000521	0.000074
('ఇప్పుడు', 'సాధారణమైపోయాయి')	1	31	0.000240	0.000515	0.000074
('సాధారణమైపోయాయి', '</s>')	1	1	0.000241	0.000521	0.000059
('ఇవన్నీ', 'మనం')	1	2	0.000241	0.000521	0.000074
('మనం', '2019')	1	6	0.000241	0.000520	0.000074
('లో', 'కరోనా')	4	113	0.000594	0.001651	0.000163
('కరోనా', 'వెలుగులోకి')	1	38	0.000240	0.000514	0.000074
('వచ్చిన', 'తర్వాత')	1	14	0.000240	0.000519	0.000074
('తర్వాత', 'నుంచి')	1	22	0.000240	0.000517	0.000074
('నుంచి', 'పాటిస్తున్నాం')	1	56	0.000239	0.000510	0.000074
('పాటిస్తున్నాం', '</s>')	1	1	0.000241	0.000521	0.000059
('<s>', 'చిన్న')	1	1945	0.000195	0.000293	0.000074
('చిన్న', 'సినిమా')	1	5	0.000241	0.000521	0.000074
('సినిమా', 'దర్శకుడుకి')	1	44	0.000239	0.000513	0.000074
('దర్శకుడుకి', 'అవకాశం')	1	1	0.000241	0.000521	0.000074
('అవకాశం', 'ఇచ్చిన')	1	7	0.000241	0.000520	0.000074
('ఇచ్చిన', 'రాజశేఖర్')	1	9	0.000241	0.000520	0.000074
('రాజశేఖర్', '…')	1	1	0.000241	0.000521	0.000074
('…', 'నెక్స్ట్')	1	29	0.000240	0.000516	0.000074
('నెక్స్ట్', 'సినిమా')	1	1	0.000241	0.000521	0.000074
('సినిమా', 'ఎనౌన్స్')	1	44	0.000239	0.000513	0.000074
('ఎనౌన్స్', '</s>')	1	1	0.000241	0.000521	0.000059
('<s>', 'అమ్మ')	1	1945	0.000195	0.000293	0.000074
('అమ్మ', '\u200c')	1	1	0.000241	0.000521	0.000074
('\u200c', 'రాజ్యంలో')	1	995	0.000215	0.000373	0.000074
('రాజ్యంలో', 'క')	1	1	0.000241	0.000521	0.000074
('ప', 'బిడ్డ')	1	21	0.000240	0.000517	0.000074
('బిడ్డ', '\u200c')	1	2	0.000241	0.000521	0.000074
('లు', 'సినిమా')	1	28	0.000240	0.000516	0.000074
('ను', 'ఆపాల')	1	58	0.000239	0.000510	0.000074
('ఆపాల', '\u200c')	1	1	0.000241	0.000521	0.000074
('ని', 'ప్ర')	1	28	0.000240	0.000516	0.000074
('\u200c', 'జాశాంతి')	1	995	0.000215	0.000373	0.000074
('జాశాంతి', 'అధ్య')	1	1	0.000241	0.000521	0.000074
('అధ్య', '\u200c')	1	1	0.000241	0.000521	0.000074
('\u200c', 'క్షుడు')	1	995	0.000215	0.000373	0.000074
('క్షుడు', 'కేఏ')	1	1	0.000241	0.000521	0.000074
('కేఏ', 'పాల్')	1	1	0.000241	0.000521	0.000074
('పాల్', 'డిమాండ్')	1	1	0.000241	0.000521	0.000074
('బోర్డు', 'వైఖ')	1	6	0.000241	0.000520	0.000074
('వైఖ', '\u200c')	1	1	0.000241	0.000521	0.000074
('\u200c', 'రిని')	1	995	0.000215	0.000373	0.000074
('రిని', 'ఆయ')	1	1	0.000241	0.000521	0.000074
('న', 'త')	1	40	0.000240	0.000513	0.000074
('\u200c', 'ప్పు')	1	995	0.000215	0.000373	0.000074
('ప్పు', 'ప')	1	1	0.000241	0.000521	0.000074
('\u200c', 'ట్టారు')	1	995	0.000215	0.000373	0.000074
('ట్టారు', '</s>')	1	1	0.000241	0.000521	0.000059
('సినీ', 'న')	1	4	0.000241	0.000521	0.000074
('టి', 'జీవిత')	1	9	0.000241	0.000520	0.000074
('జీవిత', '\u200c')	1	1	0.000241	0.000521	0.000074
('కు', 'తాను')	1	60	0.000239	0.000509	0.000074
('తాను', '2017')	1	7	0.000241	0.000520	0.000074
('2017', 'లో')	1	2	0.000241	0.000521	0.000074
('లో', 'రూ')	1	113	0.000238	0.000499	0.000074
('<s>', '20')	1	1945	0.000195	0.000293	0.000074
('20', 'ల')	1	6	0.000241	0.000520	0.000074
('లు', 'ఇచ్చాన')	1	28	0.000240	0.000516	0.000074
('ఇచ్చాన', '\u200c')	1	1	0.000241	0.000521	0.000074
('ని', ',')	1	28	0.000240	0.000516	0.000074
(',', 'నేటికీ')	1	549	0.000226	0.000427	0.000074
('నేటికీ', 'పూర్తిగా')	1	2	0.000241	0.000521	0.000074
('పూర్తిగా', 'ఇవ్వ')	1	3	0.000241	0.000521	0.000074
('ఇవ్వ', '\u200c')	1	1	0.000241	0.000521	0.000074
('\u200c', 'లేద')	1	995	0.000215	0.000373	0.000074
('లేద', '\u200c')	1	1	0.000241	0.000521	0.000074
('\u200c', 'న్నారు')	2	995	0.000323	0.000660	0.000104
('న్నారు', '</s>')	2	2	0.000361	0.000922	0.000089
('<s>', 'రూ')	2	1945	0.000293	0.000518	0.000104
('2', 'ల')	1	22	0.000240	0.000517	0.000074
('మూడు', 'ల')	1	16	0.000240	0.000518	0.000074
('లు', 'మాత్ర')	1	28	0.000240	0.000516	0.000074
('మాత్ర', '\u200c')	1	1	0.000241	0.000521	0.000074
('\u200c', 'మే')	1	995	0.000215	0.000373	0.000074
('మే', 'ఇచ్చింద')	1	8	0.000241	0.000520	0.000074
('<s>', 'ఉత్తర')	1	1945	0.000195	0.000293	0.000074
('ఉత్తర', 'కొరియాలో')	1	1	0.000241	0.000521	0.000074
('కొరియాలో', 'తొలి')	1	1	0.000241	0.000521	0.000074
('తొలి', 'కరోనా')	1	13	0.000240	0.000519	0.000074
('కరోనా', 'కేసు')	1	38	0.000240	0.000514	0.000074
('నమోదు', '</s>')	1	14	0.000240	0.000519	0.000059
('<s>', 'J')	1	1945	0.000195	0.000293	0.000074
('J', 'r')	1	1	0.000241	0.000521	0.000074
('r', '</s>')	1	12	0.000240	0.000519	0.000059
('<s>', 'N')	1	1945	0.000195	0.000293	0.000074
('N', 'T')	1	2	0.000241	0.000521	0.000074
('T', 'R')	1	4	0.000241	0.000521	0.000074
('R', 'P')	1	4	0.000241	0.000521	0.000074
('P', 'o')	1	6	0.000241	0.000520	0.000074
('o', 'l')	1	8	0.000241	0.000520	0.000074
('l', 'i')	3	10	0.000481	0.001319	0.000133
('i', 't')	1	9	0.000241	0.000520	0.000074
('t', 'i')	2	8	0.000361	0.000920	0.000104
('i', 'c')	3	9	0.000481	0.001319	0.000133
('c', 'a')	1	4	0.000241	0.000521	0.000074
('a', 'l')	1	18	0.000240	0.000518	0.000074
('l', 'E')	1	10	0.000240	0.000520	0.000074
('E', 'n')	1	2	0.000241	0.000521	0.000074
('n', 't')	1	9	0.000241	0.000520	0.000074
('t', 'r')	1	8	0.000241	0.000520	0.000074
('r', 'y')	1	12	0.000240	0.000519	0.000074
('y', ':')	1	4	0.000241	0.000521	0.000074
(':', 'యంగ్')	1	50	0.000239	0.000511	0.000074
('టైగర్', 'ఎన్టీఆర్')	1	2	0.000241	0.000521	0.000074
('ఎన్టీఆర్', 'పొలిటికల్')	1	14	0.000240	0.000519	0.000074
('పొలిటికల్', 'ఎంట్రీపై')	1	1	0.000241	0.000521	0.000074
('ఎంట్రీపై', 'గత')	1	1	0.000241	0.000521	0.000074
('గత', 'కొద్దిరోజులుగా')	1	9	0.000241	0.000520	0.000074
('కొద్దిరోజులుగా', 'సోషల్')	1	2	0.000241	0.000521	0.000074
('మీడియాలో', 'వార్తలు')	1	8	0.000241	0.000520	0.000074
('వార్తలు', 'హల్చల్')	1	3	0.000241	0.000521	0.000074
('హల్చల్', 'చేస్తోన్న')	1	1	0.000241	0.000521	0.000074
('చేస్తోన్న', 'సంగతి')	1	2	0.000241	0.000521	0.000074
('ఆయన', 'మళ్లీ')	1	32	0.000240	0.000515	0.000074
('మళ్లీ', 'టీడీపీలోకి')	1	7	0.000241	0.000520	0.000074
('టీడీపీలోకి', 'రావాలని')	1	1	0.000241	0.000521	0.000074
('రావాలని', 'ఆ')	1	2	0.000241	0.000521	0.000074
('ఆ', 'పార్టీ')	1	71	0.000239	0.000507	0.000074
('పార్టీ', 'నేతలు')	1	15	0.000240	0.000519	0.000074
('నేతలు', ',')	1	6	0.000241	0.000520	0.000074
(',', 'కార్యకర్తలు')	1	549	0.000226	0.000427	0.000074
