### Smoothing Techniques Applied to Telugu Bigram Corpus
This file contains smoothed probabilities for each bigram using three techniques:

1. Add-One Smoothing:
   P(w₂ | w₁) = (count(w₁, w₂) + 1) / (count(w₁) + V)
2. Add-K Smoothing (k = 0.3):
   P(w₂ | w₁) = (count(w₁, w₂) + k) / (count(w₁) + k × V)
3. Token Type Smoothing:
   P(w₂ | w₁) = (count(w₁, w₂) + weight(w₂)) / (∑ bigram_counts + ∑ token_type_weights)

Bigram	Count	PrefixCount	AddOne	AddK	TokenType
('సంఖ్య', '245')	1	19	0.000240	0.000518	0.000074
('245', 'కాగా')	1	1	0.000241	0.000521	0.000074
('కాగా', 'షెడ్యూల్డ్')	3	18	0.000480	0.001315	0.000133
('షెడ్యూల్డ్', 'తెగల')	3	6	0.000481	0.001321	0.000133
('తెగల', 'సంఖ్య')	3	3	0.000481	0.001323	0.000133
('సంఖ్య', '0')	1	19	0.000240	0.000518	0.000074
('0', '</s>')	1	1	0.000241	0.000521	0.000059
('<s>', 'గ్రామం')	3	1945	0.000390	0.000744	0.000133
('గ్రామం', 'యొక్క')	3	36	0.000479	0.001305	0.000133
('యొక్క', 'జనగణన')	3	24	0.000480	0.001312	0.000133
('జనగణన', 'లొకేషన్')	3	6	0.000481	0.001321	0.000133
('లొకేషన్', 'కోడ్')	3	3	0.000481	0.001323	0.000133
('కోడ్', '574266')	1	5	0.000241	0.000521	0.000074
('574266', '</s>')	1	1	0.000241	0.000521	0.000059
('<s>', 'ఏపీలో')	1	1945	0.000195	0.000293	0.000074
('ఏపీలో', 'కరోనా')	1	2	0.000241	0.000521	0.000074
('కరోనా', 'కరాళ')	1	38	0.000240	0.000514	0.000074
('కరాళ', 'నృత్యం')	1	1	0.000241	0.000521	0.000074
('నృత్యం', 'చేస్తోంది')	1	1	0.000241	0.000521	0.000074
('<s>', 'రాష్ట్రవ్యాప్తంగా')	1	1945	0.000195	0.000293	0.000074
('రాష్ట్రవ్యాప్తంగా', 'విజృంభిస్తున్న')	1	1	0.000241	0.000521	0.000074
('విజృంభిస్తున్న', 'వైరస్')	1	1	0.000241	0.000521	0.000074
('వైరస్', 'ప్రకంపనలు')	1	19	0.000240	0.000518	0.000074
('ప్రకంపనలు', 'రేపుతోంది')	1	1	0.000241	0.000521	0.000074
('రేపుతోంది', '</s>')	1	1	0.000241	0.000521	0.000059
('<s>', 'ఏ')	2	1945	0.000293	0.000518	0.000104
('ఏ', 'రోజుకు')	1	13	0.000240	0.000519	0.000074
('రోజుకు', 'ఆ')	1	3	0.000241	0.000521	0.000074
('ఆ', 'రోజు')	1	71	0.000239	0.000507	0.000074
('రోజు', 'రికార్డులు')	1	8	0.000241	0.000520	0.000074
('రికార్డులు', 'బ్రేక్')	1	2	0.000241	0.000521	0.000074
('బ్రేక్', 'చేస్తూ')	1	1	0.000241	0.000521	0.000074
('చేస్తూ', '</s>')	1	9	0.000241	0.000520	0.000059
('<s>', 'కరోనా')	9	1945	0.000975	0.002096	0.000311
('కరోనా', 'పాజిటివ్')	2	38	0.000359	0.000909	0.000104
('పాజిటివ్', 'కేసులు')	1	4	0.000241	0.000521	0.000074
('కేసులు', 'నమోదవుతున్నాయి')	1	3	0.000241	0.000521	0.000074
('నమోదవుతున్నాయి', '</s>')	2	2	0.000361	0.000922	0.000089
('కరోనా', 'టెస్టులు')	1	38	0.000240	0.000514	0.000074
('టెస్టులు', 'భారీగా')	1	1	0.000241	0.000521	0.000074
('భారీగా', 'నిర్వహిస్తుండగా')	1	8	0.000241	0.000520	0.000074
('నిర్వహిస్తుండగా', '</s>')	1	1	0.000241	0.000521	0.000059
('<s>', 'కేసుల')	2	1945	0.000293	0.000518	0.000104
('కేసుల', 'సంఖ్య')	3	5	0.000481	0.001322	0.000133
('సంఖ్య', 'కూడా')	1	19	0.000240	0.000518	0.000074
('కూడా', 'అంతే')	2	93	0.000357	0.000890	0.000104
('అంతే', 'స్థాయిలో')	1	5	0.000241	0.000521	0.000074
('స్థాయిలో', 'నమోదవుతున్నాయి')	1	8	0.000241	0.000520	0.000074
('మరోవైపు', 'విజయవాడలోనూ')	1	5	0.000241	0.000521	0.000074
('విజయవాడలోనూ', 'కరోనా')	1	1	0.000241	0.000521	0.000074
('కరోనా', 'పంజా')	1	38	0.000240	0.000514	0.000074
('పంజా', 'విసురుతోంది')	1	1	0.000241	0.000521	0.000074
('విసురుతోంది', '</s>')	1	1	0.000241	0.000521	0.000059
('దీంతో', 'అధికారులు')	1	18	0.000240	0.000518	0.000074
('అధికారులు', 'పలు')	1	20	0.000240	0.000517	0.000074
('పలు', 'చోట్ల')	1	11	0.000240	0.000519	0.000074
('చోట్ల', 'ఆంక్షలు')	1	2	0.000241	0.000521	0.000074
('ఆంక్షలు', 'మరింత')	1	2	0.000241	0.000521	0.000074
('మరింత', 'కఠినంగా')	1	11	0.000240	0.000519	0.000074
('కఠినంగా', 'అమలు')	1	2	0.000241	0.000521	0.000074
('అమలు', 'చేయాలని')	1	3	0.000241	0.000521	0.000074
('చేయాలని', 'భావిస్తున్నారు')	1	5	0.000241	0.000521	0.000074
('వైరస్', 'చైనాలోని')	1	19	0.000240	0.000518	0.000074
('చైనాలోని', 'వూహాన్')	1	1	0.000241	0.000521	0.000074
('వూహాన్', 'లో')	1	1	0.000241	0.000521	0.000074
('లో', 'పుట్టి')	1	113	0.000238	0.000499	0.000074
('పుట్టి', 'ప్రస్తుతం')	1	1	0.000241	0.000521	0.000074
('ప్రస్తుతం', 'ప్రపంచాన్ని')	1	14	0.000240	0.000519	0.000074
('ప్రపంచాన్ని', 'అల్లకల్లలోలం')	1	3	0.000241	0.000521	0.000074
('అల్లకల్లలోలం', 'చేస్తున్నసంగతి')	1	1	0.000241	0.000521	0.000074
('చేస్తున్నసంగతి', 'అందరికీ')	1	1	0.000241	0.000521	0.000074
('అందరికీ', 'తెలిసిందే')	1	4	0.000241	0.000521	0.000074
('<s>', 'అక్కడి')	3	1945	0.000390	0.000744	0.000133
('అక్కడి', 'నుండి')	1	4	0.000241	0.000521	0.000074
('నుండి', 'అది')	1	65	0.000239	0.000508	0.000074
('అది', 'అత్యంత')	1	20	0.000240	0.000517	0.000074
('అత్యంత', 'వేగంగా')	1	6	0.000241	0.000520	0.000074
('వేగంగా', 'విశ్వవ్యాప్తంగా')	1	5	0.000241	0.000521	0.000074
('విశ్వవ్యాప్తంగా', 'వ్యాపించింది')	1	1	0.000241	0.000521	0.000074
('వ్యాపించింది', '</s>')	1	1	0.000241	0.000521	0.000059
('దీని', 'దెబ్బకు')	1	12	0.000240	0.000519	0.000074
('దెబ్బకు', 'అగ్రరాజ్యం')	1	1	0.000241	0.000521	0.000074
('అగ్రరాజ్యం', 'అమెరికాతో')	1	1	0.000241	0.000521	0.000074
('అమెరికాతో', 'సహా')	1	1	0.000241	0.000521	0.000074
('సహా', 'అనేక')	1	3	0.000241	0.000521	0.000074
('అనేక', 'దేశాలు')	2	7	0.000361	0.000920	0.000104
('దేశాలు', 'చాలా')	1	2	0.000241	0.000521	0.000074
('చాలా', 'ఇబ్బందులు')	1	46	0.000239	0.000512	0.000074
('ఇబ్బందులు', 'పడుతున్నాయి')	1	3	0.000241	0.000521	0.000074
('కరోనా', 'కోరల్లో')	1	38	0.000240	0.000514	0.000074
('కోరల్లో', 'చిక్కుకున్న')	1	1	0.000241	0.000521	0.000074
('చిక్కుకున్న', 'అనేక')	1	2	0.000241	0.000521	0.000074
('దేశాలు', '</s>')	1	2	0.000241	0.000521	0.000059
('<s>', 'బికినీలు')	1	1945	0.000195	0.000293	0.000074
('బికినీలు', 'అమ్ముకోనున్న')	1	1	0.000241	0.000521	0.000074
('అమ్ముకోనున్న', 'యామీ')	1	1	0.000241	0.000521	0.000074
('యామీ', 'జాక్సన్')	1	1	0.000241	0.000521	0.000074
('జాక్సన్', '</s>')	1	2	0.000241	0.000521	0.000059
('<s>', 'సిద్దనకిచ్చాయపల్లెలో')	1	1945	0.000195	0.000293	0.000074
('సిద్దనకిచ్చాయపల్లెలో', 'భూ')	1	1	0.000241	0.000521	0.000074
('భూ', 'వినియోగం')	2	4	0.000361	0.000921	0.000104
('వినియోగం', 'కింది')	2	3	0.000361	0.000922	0.000104
('కింది', 'విధంగా')	2	5	0.000361	0.000921	0.000104
('విధంగా', 'ఉంది')	2	10	0.000361	0.000919	0.000104
('ఉంది', ':')	2	68	0.000358	0.000898	0.000104
('తెలంగాణలో', 'రూ')	1	5	0.000241	0.000521	0.000074
('<s>', '258')	1	1945	0.000195	0.000293	0.000074
('258', 'కోట్ల')	1	1	0.000241	0.000521	0.000074
('కోట్ల', 'ఖర్చుతో')	1	9	0.000241	0.000520	0.000074
('ఖర్చుతో', 'రైల్వే')	1	3	0.000241	0.000521	0.000074
('రైల్వే', 'అభివృద్ధి')	1	5	0.000241	0.000521	0.000074
('అభివృద్ధి', 'పనులు')	1	6	0.000241	0.000520	0.000074
('పనులు', 'జరుగుతున్నాయని')	1	7	0.000241	0.000520	0.000074
('జరుగుతున్నాయని', 'కేంద్ర')	1	1	0.000241	0.000521	0.000074
('కేంద్ర', 'మంత్రి')	1	10	0.000240	0.000520	0.000074
('మంత్రి', 'పియూష్')	1	21	0.000240	0.000517	0.000074
('పియూష్', '\u200c')	1	1	0.000241	0.000521	0.000074
('\u200c', 'గోయల్')	1	995	0.000215	0.000373	0.000074
('గోయల్', '\u200c')	1	1	0.000241	0.000521	0.000074
('\u200c', 'చెప్పారు')	1	995	0.000215	0.000373	0.000074
('<s>', '45')	2	1945	0.000293	0.000518	0.000104
('45', '</s>')	1	5	0.000241	0.000521	0.000059
('-', 'సిద్దిరాం')	1	48	0.000239	0.000512	0.000074
('సిద్దిరాం', 'ప్రభుప్రసాద్')	1	1	0.000241	0.000521	0.000074
('ప్రభుప్రసాద్', '\u200c')	1	1	0.000241	0.000521	0.000074
(',', 'ఈనాడు')	1	549	0.000226	0.000427	0.000074
('ఈనాడు', '-')	1	1	0.000241	0.000521	0.000074
('-', 'ఖమ్మం')	1	48	0.000239	0.000512	0.000074
('ఖమ్మం', '</s>')	1	3	0.000241	0.000521	0.000059
('<s>', 'తటస్థ')	1	1945	0.000195	0.000293	0.000074
('తటస్థ', 'శైలి')	1	1	0.000241	0.000521	0.000074
('శైలి', '</s>')	1	1	0.000241	0.000521	0.000059
('<s>', 'విభజన')	1	1945	0.000195	0.000293	0.000074
('విభజన', 'బిల్లును')	1	2	0.000241	0.000521	0.000074
('బిల్లును', 'వ్యతిరేకిస్తాం')	1	1	0.000241	0.000521	0.000074
('వ్యతిరేకిస్తాం', '</s>')	1	1	0.000241	0.000521	0.000059
('<s>', 'అసెంబ్లీని')	1	1945	0.000195	0.000293	0.000074
('అసెంబ్లీని', 'ముట్టడిస్తాం')	1	1	0.000241	0.000521	0.000074
('ముట్టడిస్తాం', ':')	1	1	0.000241	0.000521	0.000074
(':', 'అశోక్')	1	50	0.000239	0.000511	0.000074
('అశోక్', 'బాబు')	1	2	0.000241	0.000521	0.000074
('బాబు', '</s>')	2	7	0.000361	0.000920	0.000089
('<s>', 'మండలి')	1	1945	0.000195	0.000293	0.000074
('మండలి', 'చైర్మన్')	1	3	0.000241	0.000521	0.000074
('చైర్మన్', 'షరీఫ్')	1	3	0.000241	0.000521	0.000074
('షరీఫ్', 'స్వయంగా')	1	1	0.000241	0.000521	0.000074
('స్వయంగా', 'తాను')	1	3	0.000241	0.000521	0.000074
('తాను', 'తప్పు')	1	7	0.000241	0.000520	0.000074
('తప్పు', 'చేసినట్లు')	1	4	0.000241	0.000521	0.000074
('చేసినట్లు', 'ఒప్పుకున్నారని')	1	3	0.000241	0.000521	0.000074
('ఒప్పుకున్నారని', 'పేర్కొన్నారు')	1	1	0.000241	0.000521	0.000074
('<s>', 'ఒకవేళ')	3	1945	0.000390	0.000744	0.000133
('ఒకవేళ', 'మండలిలో')	1	5	0.000241	0.000521	0.000074
('మండలిలో', 'కూడా')	1	2	0.000241	0.000521	0.000074
('కూడా', 'మెజారిటీ')	1	93	0.000238	0.000503	0.000074
('మెజారిటీ', 'సాధించాలంటే')	1	3	0.000241	0.000521	0.000074
('సాధించాలంటే', 'వైసిపికి')	1	1	0.000241	0.000521	0.000074
('వైసిపికి', 'చాలా')	1	1	0.000241	0.000521	0.000074
('చాలా', 'సులువైన')	1	46	0.000239	0.000512	0.000074
('సులువైన', 'పని')	1	1	0.000241	0.000521	0.000074
('పని', 'అని')	1	10	0.000240	0.000520	0.000074
('అని', '</s>')	2	43	0.000359	0.000907	0.000089
('<s>', 'ఊ')	1	1945	0.000195	0.000293	0.000074
('ఊ', 'అంటే')	1	1	0.000241	0.000521	0.000074
('అంటే', 'టీడీపీ')	1	12	0.000240	0.000519	0.000074
('టీడీపీ', 'ఎమ్మెల్సీలు')	1	9	0.000241	0.000520	0.000074
('ఎమ్మెల్సీలు', 'వైస్సార్సీపీలోకి')	1	1	0.000241	0.000521	0.000074
('వైస్సార్సీపీలోకి', 'క్యూ')	1	1	0.000241	0.000521	0.000074
('క్యూ', 'కడతారని')	1	1	0.000241	0.000521	0.000074
('కడతారని', 'అన్నారు')	1	1	0.000241	0.000521	0.000074
('కానీ', 'అది')	1	36	0.000240	0.000514	0.000074
('అది', 'తమ')	1	20	0.000240	0.000517	0.000074
('తమ', 'విదానం')	1	20	0.000240	0.000517	0.000074
('విదానం', 'కాదన్నారు')	1	1	0.000241	0.000521	0.000074
('కాదన్నారు', '</s>')	1	1	0.000241	0.000521	0.000059
('గ్రామంలో', 'కుళాయిల')	1	19	0.000240	0.000518	0.000074
('కుళాయిల', 'ద్వారా')	1	1	0.000241	0.000521	0.000074
('ద్వారా', 'రక్షిత')	1	22	0.000240	0.000517	0.000074
('రక్షిత', 'మంచినీటి')	1	1	0.000241	0.000521	0.000074
('మంచినీటి', 'సరఫరా')	1	1	0.000241	0.000521	0.000074
('సరఫరా', 'జరుగుతోంది')	1	2	0.000241	0.000521	0.000074
('జరుగుతోంది', '</s>')	1	1	0.000241	0.000521	0.000059
('<s>', 'బావుల')	1	1945	0.000195	0.000293	0.000074
('బావుల', 'నీరు')	1	1	0.000241	0.000521	0.000074
('నీరు', 'కూడా')	1	5	0.000241	0.000521	0.000074
('కూడా', 'అందుబాటులో')	1	93	0.000238	0.000503	0.000074
('అందుబాటులో', 'ఉంది')	1	5	0.000241	0.000521	0.000074
('గ్రామంలో', 'ఏడాది')	1	19	0.000240	0.000518	0.000074
('ఏడాది', 'పొడుగునా')	2	10	0.000361	0.000919	0.000104
('పొడుగునా', 'చేతిపంపుల')	1	2	0.000241	0.000521	0.000074
('చేతిపంపుల', 'ద్వారా')	1	1	0.000241	0.000521	0.000074
('ద్వారా', 'నీరు')	1	22	0.000240	0.000517	0.000074
('నీరు', 'అందుతుంది')	2	5	0.000361	0.000921	0.000104
('అందుతుంది', '</s>')	2	2	0.000361	0.000922	0.000089
('<s>', 'కాలువ')	1	1945	0.000195	0.000293	0.000074
('కాలువ', '/')	1	1	0.000241	0.000521	0.000074
('/', 'వాగు')	1	11	0.000240	0.000519	0.000074
('వాగు', '/')	1	1	0.000241	0.000521	0.000074
('/', 'నది')	1	11	0.000240	0.000519	0.000074
('నది', 'ద్వారా')	1	3	0.000241	0.000521	0.000074
('ద్వారా', ',')	1	22	0.000240	0.000517	0.000074
(',', 'చెరువు')	1	549	0.000226	0.000427	0.000074
('చెరువు', 'ద్వారా')	1	1	0.000241	0.000521	0.000074
('ద్వారా', 'కూడా')	3	22	0.000480	0.001313	0.000133
('కూడా', 'గ్రామానికి')	1	93	0.000238	0.000503	0.000074
('గ్రామానికి', 'తాగునీరు')	1	14	0.000240	0.000519	0.000074
('తాగునీరు', 'లభిస్తుంది')	1	1	0.000241	0.000521	0.000074
('<s>', 'నారు')	1	1945	0.000195	0.000293	0.000074
('నారు', ',')	1	2	0.000241	0.000521	0.000074
(',', 'మొక్కలు')	1	549	0.000226	0.000427	0.000074
('మొక్కలు', 'విక్రయించాలంటే')	1	2	0.000241	0.000521	0.000074
('విక్రయించాలంటే', 'ప్రభుత్వం')	1	1	0.000241	0.000521	0.000074
('ప్రభుత్వం', 'నుంచి')	1	25	0.000240	0.000516	0.000074
('నుంచి', 'అనుమతి')	1	56	0.000239	0.000510	0.000074
('అనుమతి', 'తప్పనిసరి')	1	5	0.000241	0.000521	0.000074
('తప్పనిసరి', 'తీసుకోవాల్సి')	1	2	0.000241	0.000521	0.000074
('తీసుకోవాల్సి', 'ఉంటుంది')	1	1	0.000241	0.000521	0.000074
('<s>', 'అమ్మిన')	1	1945	0.000195	0.000293	0.000074
('అమ్మిన', 'రైతులకు')	1	1	0.000241	0.000521	0.000074
('రైతులకు', 'లాట్')	1	5	0.000241	0.000521	0.000074
('లాట్', 'నెంబర్')	1	1	0.000241	0.000521	0.000074
('నెంబర్', '\u200c')	1	3	0.000241	0.000521	0.000074
('తో', 'బిల్లు')	1	34	0.000240	0.000515	0.000074
('బిల్లు', 'ఇవ్వాలి')	1	3	0.000241	0.000521	0.000074
('ఇవ్వాలి', '</s>')	1	2	0.000241	0.000521	0.000059
('కానీ', 'దళారులు')	1	36	0.000240	0.000514	0.000074
('దళారులు', 'ఎలాంటి')	1	1	0.000241	0.000521	0.000074
('ఎలాంటి', 'అనుమతులు')	1	6	0.000241	0.000520	0.000074
('అనుమతులు', 'లేకుండా')	1	1	0.000241	0.000521	0.000074
('లేకుండా', 'మిర్చినారు')	1	8	0.000241	0.000520	0.000074
('మిర్చినారు', 'విక్రయిస్తూ')	1	1	0.000241	0.000521	0.000074
('విక్రయిస్తూ', 'రైతులను')	1	1	0.000241	0.000521	0.000074
('రైతులను', 'మోసం')	1	2	0.000241	0.000521	0.000074
('మోసం', 'చేస్తున్నారు')	1	2	0.000241	0.000521	0.000074
('<s>', 'ఇలాంటి')	6	1945	0.000683	0.001420	0.000222
('ఇలాంటి', 'మొక్కలు')	1	10	0.000240	0.000520	0.000074
('మొక్కలు', 'నాటితే')	1	2	0.000241	0.000521	0.000074
('నాటితే', 'పూత')	1	1	0.000241	0.000521	0.000074
('పూత', ',')	1	2	0.000241	0.000521	0.000074
(',', 'కాత')	1	549	0.000226	0.000427	0.000074
('కాత', 'ఉండదని')	1	3	0.000241	0.000521	0.000074
('ఉండదని', 'అధికారులు')	1	1	0.000241	0.000521	0.000074
('అధికారులు', 'చెప్తున్నారు')	2	20	0.000360	0.000916	0.000104
('<s>', 'గతేడాది')	5	1945	0.000585	0.001194	0.000192
('గతేడాది', 'జిల్లాలో')	1	5	0.000241	0.000521	0.000074
('జిల్లాలో', 'వేసిన')	1	4	0.000241	0.000521	0.000074
('వేసిన', 'మిర్చితోటలు')	1	2	0.000241	0.000521	0.000074
('మిర్చితోటలు', 'కాత')	1	1	0.000241	0.000521	0.000074
('కాత', 'కాయకుంటే')	1	3	0.000241	0.000521	0.000074
('కాయకుంటే', 'అనేక')	1	1	0.000241	0.000521	0.000074
('అనేక', 'మార్లు')	1	7	0.000241	0.000520	0.000074
('మార్లు', 'గిరిజన')	1	1	0.000241	0.000521	0.000074
('గిరిజన', 'రైతులు')	1	1	0.000241	0.000521	0.000074
('రైతులు', 'ఆందోళనలు')	1	10	0.000240	0.000520	0.000074
('ఆందోళనలు', 'చేశారు')	1	4	0.000241	0.000521	0.000074
('దీంతో', 'దుకాణాదారులు')	1	18	0.000240	0.000518	0.000074
('దుకాణాదారులు', 'కొంతమేర')	1	1	0.000241	0.000521	0.000074
('కొంతమేర', 'నష్ట')	1	1	0.000241	0.000521	0.000074
('నష్ట', 'పరిహారం')	1	1	0.000241	0.000521	0.000074
('పరిహారం', 'చెల్లించి')	1	1	0.000241	0.000521	0.000074
('చెల్లించి', ',')	1	1	0.000241	0.000521	0.000074
(',', 'చేతులు')	1	549	0.000226	0.000427	0.000074
('చేతులు', 'దులుపుకున్నారు')	1	2	0.000241	0.000521	0.000074
('దులుపుకున్నారు', '</s>')	1	1	0.000241	0.000521	0.000059
('ప్రస్తుతం', 'ఆంధ్ర')	1	14	0.000240	0.000519	0.000074
('ఆంధ్ర', 'నుంచి')	1	2	0.000241	0.000521	0.000074
('నుంచి', 'వస్తున్న')	2	56	0.000359	0.000903	0.000104
('వస్తున్న', 'ఈ')	1	7	0.000241	0.000520	0.000074
('ఈ', 'నారు')	1	214	0.000235	0.000480	0.000074
('నారు', 'వల్ల')	1	2	0.000241	0.000521	0.000074
('వల్ల', 'తోటలు')	1	8	0.000241	0.000520	0.000074
('తోటలు', 'కాత')	1	1	0.000241	0.000521	0.000074
('కాత', 'కాయకపోతే')	1	3	0.000241	0.000521	0.000074
('కాయకపోతే', 'ఎవరినీ')	1	1	0.000241	0.000521	0.000074
('ఎవరినీ', 'అడిగే')	1	1	0.000241	0.000521	0.000074
('అడిగే', 'అవకాశమే')	1	1	0.000241	0.000521	0.000074
('అవకాశమే', 'ఉండదు')	1	1	0.000241	0.000521	0.000074
('<s>', 'భారీగా')	1	1945	0.000195	0.000293	0.000074
('భారీగా', 'నష్టపోవాల్సి')	1	8	0.000241	0.000520	0.000074
('నష్టపోవాల్సి', 'వస్తుందని')	1	1	0.000241	0.000521	0.000074
('వస్తుందని', 'అధికారులు')	1	1	0.000241	0.000521	0.000074
('<s>', 'తుది')	1	1945	0.000195	0.000293	0.000074
('తుది', 'పరీక్ష')	1	1	0.000241	0.000521	0.000074
('పరీక్ష', 'పూర్తి')	1	4	0.000241	0.000521	0.000074
('పూర్తి', 'చేయడానికి')	1	13	0.000240	0.000519	0.000074
('చేయడానికి', 'ముందే')	1	7	0.000241	0.000520	0.000074
('ముందే', 'ఫుడ్')	1	4	0.000241	0.000521	0.000074
('ఫుడ్', 'అండ్')	1	3	0.000241	0.000521	0.000074
('అండ్', 'డ్రగ్')	1	9	0.000241	0.000520	0.000074
('డ్రగ్', 'అడ్మినిస్ట్రేషన్')	1	1	0.000241	0.000521	0.000074
('అడ్మినిస్ట్రేషన్', 'అనుమతి')	1	1	0.000241	0.000521	0.000074
('అనుమతి', 'కోరింది')	1	5	0.000241	0.000521	0.000074
('కోరింది', '</s>')	2	3	0.000361	0.000922	0.000089
('<s>', 'అటు')	2	1945	0.000293	0.000518	0.000104
('అటు', 'యూరప్')	1	5	0.000241	0.000521	0.000074
('యూరప్', 'లో')	1	1	0.000241	0.000521	0.000074
('లో', 'కూడా')	2	113	0.000356	0.000883	0.000104
('కూడా', 'అనుమతి')	1	93	0.000238	0.000503	0.000074
('అనుమతి', 'కోసం')	1	5	0.000241	0.000521	0.000074
('కోసం', 'అడిగింది')	1	31	0.000240	0.000515	0.000074
('అడిగింది', '</s>')	1	1	0.000241	0.000521	0.000059
('ఇక', 'ఇదిలా')	1	36	0.000240	0.000514	0.000074
('ఇదిలా', 'ఉంటే')	2	2	0.000361	0.000922	0.000104
('ఉంటే', 'మాస్క్')	1	13	0.000240	0.000519	0.000074
('మాస్క్', 'లు')	1	1	0.000241	0.000521	0.000074
('లు', 'ధరించాలి')	1	28	0.000240	0.000516	0.000074
('ధరించాలి', 'అని')	1	1	0.000241	0.000521	0.000074
('అని', ',')	2	43	0.000359	0.000907	0.000104
(',', 'వ్యాక్సిన్')	1	549	0.000226	0.000427	0.000074
('వ్యాక్సిన్', 'కోసం')	1	10	0.000240	0.000520	0.000074
('కోసం', 'ఎదురు')	2	31	0.000360	0.000912	0.000104
('ఎదురు', 'చూడవద్దు')	1	2	0.000241	0.000521	0.000074
('చూడవద్దు', 'అని')	1	1	0.000241	0.000521	0.000074
('అని', 'అమెరికా')	1	43	0.000240	0.000513	0.000074
('అమెరికా', 'అంటు')	1	7	0.000241	0.000520	0.000074
('అంటు', 'వ్యాధి')	1	1	0.000241	0.000521	0.000074
('వ్యాధి', 'నిపుణుడు')	1	2	0.000241	0.000521	0.000074
('నిపుణుడు', 'డాక్టర్')	1	1	0.000241	0.000521	0.000074
('డాక్టర్', 'ఆంథోనీ')	1	5	0.000241	0.000521	0.000074
('ఆంథోనీ', 'ఫౌసీ')	1	1	0.000241	0.000521	0.000074
('ఫౌసీ', 'మాట్లాడుతూ')	1	1	0.000241	0.000521	0.000074
('మాట్లాడుతూ', 'వెల్లడించారు')	1	8	0.000241	0.000520	0.000074
('ఇక', 'చైనాకు')	1	36	0.000240	0.000514	0.000074
('చైనాకు', 'చెందిన')	1	2	0.000241	0.000521	0.000074
('చెందిన', 'కొన్ని')	1	21	0.000240	0.000517	0.000074
('కొన్ని', 'వ్యాక్సిన్')	1	19	0.000240	0.000518	0.000074
('వ్యాక్సిన్', 'లు')	1	10	0.000240	0.000520	0.000074
('లు', 'కూడా')	2	28	0.000360	0.000913	0.000104
('కూడా', 'ఇప్పుడు')	1	93	0.000238	0.000503	0.000074
('ఇప్పుడు', 'సమర్ధవంతంగా')	1	31	0.000240	0.000515	0.000074
('సమర్ధవంతంగా', 'పని')	1	1	0.000241	0.000521	0.000074
('పని', 'చేస్తున్నాయని')	1	10	0.000240	0.000520	0.000074
('చేస్తున్నాయని', 'అంటున్నారు')	1	2	0.000241	0.000521	0.000074
('అంటున్నారు', '</s>')	5	6	0.000722	0.002122	0.000178
('<s>', 'సంక్రాంతి')	1	1945	0.000195	0.000293	0.000074
('సంక్రాంతి', 'బ')	1	1	0.000241	0.000521	0.000074
('\u200c', 'రిలో')	1	995	0.000215	0.000373	0.000074
('రిలో', 'మెగాస్టార్')	1	1	0.000241	0.000521	0.000074
('మెగాస్టార్', '`')	1	1	0.000241	0.000521	0.000074
('`', 'ఖైదీ')	1	5	0.000241	0.000521	0.000074
('ఖైదీ', 'నంబ')	1	1	0.000241	0.000521	0.000074
('నంబ', '\u200c')	1	1	0.000241	0.000521	0.000074
('ర్', '150')	1	10	0.000240	0.000520	0.000074
('150', '</s>')	1	2	0.000241	0.000521	0.000059
('<s>', 'విస్మయ')	1	1945	0.000195	0.000293	0.000074
('విస్మయ', 'హత్య')	1	1	0.000241	0.000521	0.000074
('హత్య', 'కేసు')	1	3	0.000241	0.000521	0.000074
('కేసు', ':')	1	13	0.000240	0.000519	0.000074
(':', 'సంచలన')	1	50	0.000239	0.000511	0.000074
('సంచలన', 'నిర్ణయం')	1	2	0.000241	0.000521	0.000074
('నిర్ణయం', 'తీసుకున్న')	1	3	0.000241	0.000521	0.000074
('తీసుకున్న', 'సీఎం')	1	4	0.000241	0.000521	0.000074
('సీఎం', '</s>')	1	12	0.000240	0.000519	0.000059
('<s>', 'ఆమె')	3	1945	0.000390	0.000744	0.000133
('ఆమె', 'భర్తను')	1	22	0.000240	0.000517	0.000074
('భర్తను', '</s>')	1	2	0.000241	0.000521	0.000059
('<s>', 'పక్కా')	1	1945	0.000195	0.000293	0.000074
('పక్కా', 'సమాచారం')	1	2	0.000241	0.000521	0.000074
('సమాచారం', 'మేరకు')	1	16	0.000240	0.000518	0.000074
('మేరకు', 'డీఎస్పీ')	1	10	0.000240	0.000520	0.000074
('డీఎస్పీ', 'బాలాజీ')	1	1	0.000241	0.000521	0.000074
('బాలాజీ', 'నాయక్')	1	1	0.000241	0.000521	0.000074
('నాయక్', '\u200c')	1	2	0.000241	0.000521	0.000074
('\u200c', 'ఆధ్వర్యంలో')	1	995	0.000215	0.000373	0.000074
('ఆధ్వర్యంలో', 'సోమవారం')	1	3	0.000241	0.000521	0.000074
('సోమవారం', 'ఉదయం')	1	4	0.000241	0.000521	0.000074
('ఉదయం', '6')	1	4	0.000241	0.000521	0.000074
('గంటలకు', 'కంది')	1	4	0.000241	0.000521	0.000074
('కంది', 'చౌరస్తాలో')	1	1	0.000241	0.000521	0.000074
('చౌరస్తాలో', 'నిఘా')	1	1	0.000241	0.000521	0.000074
('నిఘా', 'పెట్టారన్నారు')	1	1	0.000241	0.000521	0.000074
